pos	first	median	third
3999	3	7	22
4000	2	7	23
4001	3	7	23
4002	3	7	23
4003	3	7	24
4004	3	8	25
4005	3	8	25
4006	3	8	25
4007	3	8	25
4008	3	8	26
4009	3	8	26
4010	3	8	25
4011	3	8	26
4012	3	8	26
4013	3	8	26
4014	3	8	25
4015	3	8	27
4016	3	8	26
4017	3	9	27
4018	3	8	27
4019	3	9	28
4020	3	8	27
4021	3	9	28
4022	3	9	29
4023	3	9	28
4024	3	9	29
4025	3	9	30
4026	3	9	30
4027	3	9	29
4028	3	9	29
4029	4	9	29
4030	3	9	29
4031	3	9	29
4032	4	9	30
4033	4	10	31
4034	4	10	31
4035	4	10	31
4036	4	10	31
4037	4	10	31
4038	4	10	32
4039	4	10	31
4040	4	10	33
4041	4	10	33
4042	4	10	33
4043	4	10	33
4044	4	11	33
4045	4	10	32
4046	4	11	33
4047	4	10	32
4048	4	10	33
4049	4	10	33
4050	4	11	34
4051	4	11	33
4052	4	11	33
4053	4	11	33
4054	4	11	34
4055	4	11	33
4056	4	11	33
4057	4	11	33
4058	4	11	33
4059	4	11	33
4060	4	11	33
4061	4	11	34
4062	4	11	33
4063	4	11	33
4064	4	10	33
4065	4	11	33
4066	4	11	34
4067	4	11	33
4068	4	11	33
4069	4	11	33
4070	4	11	33
4071	4	11	33
4072	4	11	33
4073	4	11	33
4074	4	11	33
4075	4	11	32
4076	4	11	33
4077	4	11	33
4078	4	11	32
4079	4	11	32
4080	4	11	32
4081	4	11	32
4082	4	11	31
4083	4	11	31
4084	4	11	31
4085	4	11	31
4086	4	11	31
4087	4	11	31
4088	4	11	31
4089	4	11	30
4090	4	11	31
4091	4	11	31
4092	3	10	29
4093	3	10	29
4094	3	11	29
4095	3	10	28
4096	3	10	28
4097	3	10	28
4098	3	10	28
4099	3	10	28
4100	3	10	27
4101	3	10	26
4102	3	10	27
4103	3	10	26
4104	3	10	26
4105	3	9	26
4106	3	10	26
4107	3	9	25
4108	3	9	25
4109	3	9	25
4110	3	9	24
4111	3	9	25
4112	3	9	24
4113	3	9	24
4114	3	9	23
4115	3	8	23
4116	3	9	23
4117	2	8	22
4118	2	8	22
4119	2	8	22
4120	2	8	22
4121	2	8	22
4122	2	8	22
4123	2	8	22
4124	2	8	21
4125	2	8	20
4126	2	7	20
4127	2	7	20
4128	2	7	19
4129	2	7	19
4130	2	7	19
4131	2	7	19
4132	2	7	18
4133	2	6	18
4134	2	6	18
4135	2	6	18
4136	2	6	18
4137	2	6	17
4138	1	6	17
4139	1	6	17
4140	1	5	16
4141	1	5	16
4142	1	5	16
4143	1	5	16
4144	1	5	15
4145	1	5	15
4146	1	5	15
4147	1	5	15
4148	1	5	15
4149	1	5	15
4150	1	5	15
4151	1	5	14
4152	1	5	14
4153	1	5	14
4154	1	4	14
4155	1	5	14
4156	1	4	14
4157	1	4	14
4158	1	4	13
4159	1	4	13
4160	1	4	12
4161	1	4	13
4162	1	4	12
4163	1	4	12
4164	1	4	12
4165	1	4	12
4166	1	4	11
4167	1	4	11
4168	1	4	11
4169	1	3	10
4170	1	3	11
4171	1	3	10
4172	1	3	10
4173	1	3	10
4174	1	3	10
4175	1	3	9
4176	1	3	9
4177	1	3	9
4178	1	3	9
4179	1	3	9
4180	1	3	8
4181	1	3	8
4182	1	3	8
4183	1	3	8
4184	1	2	8
4185	0	2	8
4186	0	2	7
4187	0	2	7
4188	0	2	7
4189	0	2	7
4190	0	2	7
4191	0	2	7
4192	0	2	7
4193	0	2	6
4194	0	2	6
4195	0	2	6
4196	0	2	6
4197	0	2	6
4198	0	2	6
4199	0	2	6
4200	0	2	6
4201	0	2	5
4202	0	2	5
4203	0	2	5
4204	0	1	5
4205	0	1	5
4206	0	1	5
4207	0	1	5
4208	0	1	4
4209	0	1	4
4210	0	1	4
4211	0	1	4
4212	0	1	4
4213	0	1	4
4214	0	1	3
4215	0	1	3
4216	0	1	3
4217	0	1	3
4218	0	1	3
4219	0	1	3
4220	0	1	3
4221	0	1	3
4222	0	1	2
4223	0	1	2
4224	0	1	2
4225	0	1	2
4226	0	1	2
4227	0	1	2
4228	0	1	2
4229	0	0	2
4230	0	0	2
4231	0	0	2
4232	0	0	2
4233	0	0	2
4234	0	0	2
4235	0	0	2
4236	0	0	1
4237	0	0	1
4238	0	0	1
4239	0	0	1
4240	0	0	1
4241	0	0	1
4242	0	0	1
4243	0	0	1
4244	0	0	1
4245	0	0	1
4246	0	0	1
4247	0	0	1
4248	0	0	1
4249	0	0	1
4250	0	0	1
4251	0	0	0
4252	0	0	0
4253	0	0	0
4254	0	0	0
4255	0	0	0
4256	0	0	0
4257	0	0	0
4258	0	0	0
4259	0	0	0
4260	0	0	0
4261	0	0	0
4262	0	0	0
4263	0	0	0
4264	0	0	0
4265	0	0	0
4266	0	0	0
4267	0	0	0
4268	0	0	0
4269	0	0	0
4270	0	0	0
4271	0	0	0
4272	0	0	0
4273	0	0	0
4274	0	0	0
4275	0	0	0
4276	0	0	0
4277	0	0	0
4278	0	0	0
4279	0	0	0
4280	0	0	0
4281	0	0	0
4282	0	0	0
4283	0	0	0
4284	0	0	0
4285	0	0	0
4286	0	0	0
4287	0	0	0
4288	0	0	0
4289	0	0	0
4290	0	0	0
4291	0	0	0
4292	0	0	0
4293	0	0	0
4294	0	0	0
4295	0	0	0
4296	0	0	0
4297	0	0	0
4298	0	0	0
4299	0	0	0
4300	0	0	0
4301	0	0	0
4302	0	0	0
4303	0	0	0
4304	0	0	0
4305	0	0	0
4306	0	0	0
4307	0	0	0
4308	0	0	0
4309	0	0	0
4310	0	0	0
4311	0	0	0
4312	0	0	0
4313	0	0	0
4314	0	0	0
4315	0	0	0
4316	0	0	0
4317	0	0	0
4318	0	0	0
4319	0	0	0
4320	0	0	0
4321	0	0	0
4322	0	0	0
4323	0	0	0
4324	0	0	0
4325	0	0	0
4326	0	0	0
4327	0	0	0
4328	0	0	0
4329	0	0	0
4330	0	0	0
4331	0	0	0
4332	0	0	0
4333	0	0	0
4334	0	0	0
4335	0	0	0
4336	0	0	0
4337	0	0	0
4338	0	0	0
4339	0	0	0
4340	0	0	0
4341	0	0	0
4342	0	0	0
4343	0	0	0
4344	0	0	0
4345	0	0	0
4346	0	0	0
4347	0	0	0
4348	0	0	0
4349	0	0	0
4350	0	0	0
4351	0	0	0
4352	0	0	0
4353	0	0	0
4354	0	0	0
4355	0	0	0
4356	0	0	0
4357	0	0	0
4358	0	0	0
4359	0	0	0
4360	0	0	0
4361	0	0	0
4362	0	0	0
4363	0	0	0
4364	0	0	0
4365	0	0	0
4366	0	0	0
4367	0	0	0
4368	0	0	0
4369	0	0	0
4370	0	0	0
4371	0	0	0
4372	0	0	0
4373	0	0	0
4374	0	0	0
4375	0	0	0
4376	0	0	0
4377	0	0	0
4378	0	0	0
4379	0	0	0
4380	0	0	0
4381	0	0	0
4382	0	0	0
4383	0	0	0
4384	0	0	0
4385	0	0	0
4386	0	0	0
4387	0	0	0
4388	0	0	0
4389	0	0	0
4390	0	0	0
4391	0	0	0
4392	0	0	0
4393	0	0	0
4394	0	0	0
4395	0	0	0
4396	0	0	0
4397	0	0	0
4398	0	0	0
4399	0	0	0
4400	0	0	0
4401	0	0	0
4402	0	0	0
4403	0	0	0
4404	0	0	0
4405	0	0	0
4406	0	0	0
4407	0	0	0
4408	0	0	0
4409	0	0	0
4410	0	0	0
4411	0	0	0
4412	0	0	0
4413	0	0	0
4414	0	0	0
4415	0	0	0
4416	0	0	0
4417	0	0	0
4418	0	0	0
4419	0	0	0
4420	0	0	0
4421	0	0	0
4422	0	0	0
4423	0	0	0
4424	0	0	0
4425	0	0	0
4426	0	0	0
4427	0	0	0
4428	0	0	0
4429	0	0	0
4430	0	0	0
4431	0	0	0
4432	0	0	0
4433	0	0	0
4434	0	0	0
4435	0	0	0
4436	0	0	0
4437	0	0	0
4438	0	0	0
4439	0	0	0
4440	0	0	0
4441	0	0	0
4442	0	0	0
4443	0	0	0
4444	0	0	0
4445	0	0	0
4446	0	0	0
4447	0	0	0
4448	0	0	0
4449	0	0	0
4450	0	0	0
4451	0	0	0
4452	0	0	0
4453	0	0	0
4454	0	0	0
4455	0	0	0
4456	0	0	0
4457	0	0	0
4458	0	0	0
4459	0	0	0
4460	0	0	0
4461	0	0	0
4462	0	0	0
4463	0	0	0
4464	0	0	0
4465	0	0	0
4466	0	0	0
4467	0	0	0
4468	0	0	0
4469	0	0	0
4470	0	0	0
4471	0	0	0
4472	0	0	0
4473	0	0	1
4474	0	0	1
4475	0	0	1
4476	0	0	1
4477	0	0	1
4478	0	0	1
4479	0	0	1
4480	0	0	1
4481	0	0	1
4482	0	0	1
4483	0	0	1
4484	0	0	1
4485	0	0	1
4486	0	0	1
4487	0	0	1
4488	0	0	1
4489	0	0	1
4490	0	0	1
4491	0	0	1
4492	0	0	1
4493	0	0	1
4494	0	0	1
4495	0	0	1
4496	0	0	1
4497	0	0	1
4498	0	0	1
4499	0	0	1
4500	0	0	1
4501	0	0	1
4502	0	0	1
4503	0	0	1
4504	0	0	1
4505	0	0	1
4506	0	0	1
4507	0	0	1
4508	0	0	1
4509	0	0	1
4510	0	0	1
4511	0	0	1
4512	0	0	1
4513	0	0	1
4514	0	0	1
4515	0	0	1
4516	0	0	1
4517	0	0	1
4518	0	0	1
4519	0	0	1
4520	0	0	1
4521	0	0	1
4522	0	0	1
4523	0	0	1
4524	0	0	1
4525	0	0	1
4526	0	0	1
4527	0	0	1
4528	0	0	1
4529	0	0	1
4530	0	0	1
4531	0	0	1
4532	0	0	1
4533	0	0	1
4534	0	0	1
4535	0	0	0
4536	0	0	0
4537	0	0	0
4538	0	0	0
4539	0	0	0
4540	0	0	0
4541	0	0	0
4542	0	0	0
4543	0	0	0
4544	0	0	0
4545	0	0	0
4546	0	0	0
4547	0	0	0
4548	0	0	0
4549	0	0	0
4550	0	0	0
4551	0	0	0
4552	0	0	0
4553	0	0	0
4554	0	0	0
4555	0	0	0
4556	0	0	0
4557	0	0	0
4558	0	0	0
4559	0	0	0
4560	0	0	0
4561	0	0	0
4562	0	0	0
4563	0	0	0
4564	0	0	0
4565	0	0	0
4566	0	0	0
4567	0	0	0
4568	0	0	0
4569	0	0	0
4570	0	0	0
4571	0	0	0
4572	0	0	0
4573	0	0	0
4574	0	0	0
4575	0	0	0
4576	0	0	0
4577	0	0	0
4578	0	0	0
4579	0	0	0
4580	0	0	0
4581	0	0	0
4582	0	0	0
4583	0	0	0
4584	0	0	0
4585	0	0	0
4586	0	0	0
4587	0	0	0
4588	0	0	0
4589	0	0	0
4590	0	0	0
4591	0	0	0
4592	0	0	0
4593	0	0	0
4594	0	0	0
4595	0	0	0
4596	0	0	0
4597	0	0	0
4598	0	0	0
4599	0	0	0
4600	0	0	0
4601	0	0	0
4602	0	0	0
4603	0	0	0
4604	0	0	0
4605	0	0	0
4606	0	0	0
4607	0	0	0
4608	0	0	0
4609	0	0	0
4610	0	0	0
4611	0	0	0
4612	0	0	0
4613	0	0	0
4614	0	0	0
4615	0	0	0
4616	0	0	0
4617	0	0	0
4618	0	0	0
4619	0	0	0
4620	0	0	0
4621	0	0	0
4622	0	0	0
4623	0	0	0
4624	0	0	0
4625	0	0	0
4626	0	0	0
4627	0	0	0
4628	0	0	0
4629	0	0	0
4630	0	0	0
4631	0	0	0
4632	0	0	0
4633	0	0	0
4634	0	0	0
4635	0	0	0
4636	0	0	0
4637	0	0	0
4638	0	0	0
4639	0	0	0
4640	0	0	0
4641	0	0	0
4642	0	0	0
4643	0	0	0
4644	0	0	0
4645	0	0	0
4646	0	0	0
4647	0	0	0
4648	0	0	0
4649	0	0	0
4650	0	0	0
4651	0	0	0
4652	0	0	0
4653	0	0	0
4654	0	0	0
4655	0	0	0
4656	0	0	0
4657	0	0	0
4658	0	0	0
4659	0	0	0
4660	0	0	0
4661	0	0	0
4662	0	0	0
4663	0	0	0
4664	0	0	0
4665	0	0	0
4666	0	0	0
4667	0	0	0
4668	0	0	0
4669	0	0	0
4670	0	0	0
4671	0	0	0
4672	0	0	0
4673	0	0	0
4674	0	0	0
4675	0	0	0
4676	0	0	0
4677	0	0	0
4678	0	0	0
4679	0	0	0
4680	0	0	0
4681	0	0	0
4682	0	0	0
4683	0	0	0
4684	0	0	0
4685	0	0	0
4686	0	0	0
4687	0	0	0
4688	0	0	0
4689	0	0	0
4690	0	0	0
4691	0	0	0
4692	0	0	0
4693	0	0	0
4694	0	0	0
4695	0	0	0
4696	0	0	0
4697	0	0	0
4698	0	0	0
4699	0	0	0
4700	0	0	0
4701	0	0	0
4702	0	0	0
4703	0	0	0
4704	0	0	0
4705	0	0	0
4706	0	0	0
4707	0	0	0
4708	0	0	0
4709	0	0	0
4710	0	0	0
4711	0	0	0
4712	0	0	0
4713	0	0	0
4714	0	0	0
4715	0	0	0
4716	0	0	0
4717	0	0	0
4718	0	0	1
4719	0	0	1
4720	0	0	1
4721	0	0	1
4722	0	0	1
4723	0	0	1
4724	0	0	1
4725	0	0	1
4726	0	0	1
4727	0	0	1
4728	0	0	1
4729	0	0	1
4730	0	0	1
4731	0	0	1
4732	0	0	1
4733	0	0	1
4734	0	0	1
4735	0	0	1
4736	0	0	1
4737	0	0	1
4738	0	0	1
4739	0	0	1
4740	0	0	1
4741	0	0	1
4742	0	0	1
4743	0	0	1
4744	0	0	1
4745	0	0	1
4746	0	0	1
4747	0	0	1
4748	0	0	0
4749	0	0	0
4750	0	0	0
4751	0	0	0
4752	0	0	0
4753	0	0	0
4754	0	0	0
4755	0	0	0
4756	0	0	0
4757	0	0	0
4758	0	0	0
4759	0	0	0
4760	0	0	0
4761	0	0	0
4762	0	0	0
4763	0	0	0
4764	0	0	0
4765	0	0	0
4766	0	0	0
4767	0	0	0
4768	0	0	0
4769	0	0	0
4770	0	0	0
4771	0	0	0
4772	0	0	0
4773	0	0	0
4774	0	0	0
4775	0	0	0
4776	0	0	0
4777	0	0	0
4778	0	0	0
4779	0	0	0
4780	0	0	0
4781	0	0	0
4782	0	0	0
4783	0	0	0
4784	0	0	0
4785	0	0	0
4786	0	0	0
4787	0	0	0
4788	0	0	0
4789	0	0	0
4790	0	0	0
4791	0	0	0
4792	0	0	1
4793	0	0	0
4794	0	0	1
4795	0	0	1
4796	0	0	0
4797	0	0	0
4798	0	0	1
4799	0	0	1
4800	0	0	1
4801	0	0	1
4802	0	0	1
4803	0	0	1
4804	0	0	1
4805	0	0	1
4806	0	0	1
4807	0	0	1
4808	0	0	1
4809	0	0	1
4810	0	0	1
4811	0	0	1
4812	0	0	1
4813	0	0	1
4814	0	0	1
4815	0	0	1
4816	0	0	1
4817	0	0	1
4818	0	0	1
4819	0	0	1
4820	0	0	1
4821	0	0	1
4822	0	0	1
4823	0	0	1
4824	0	0	1
4825	0	0	1
4826	0	0	1
4827	0	0	1
4828	0	0	1
4829	0	0	1
4830	0	0	1
4831	0	0	1
4832	0	0	1
4833	0	0	1
4834	0	0	1
4835	0	0	1
4836	0	0	1
4837	0	0	1
4838	0	0	1
4839	0	0	1
4840	0	0	1
4841	0	0	1
4842	0	0	1
4843	0	0	1
4844	0	0	1
4845	0	0	1
4846	0	0	1
4847	0	0	1
4848	0	0	1
4849	0	0	1
4850	0	0	1
4851	0	0	1
4852	0	0	1
4853	0	0	1
4854	0	0	1
4855	0	0	1
4856	0	0	1
4857	0	0	1
4858	0	0	1
4859	0	0	1
4860	0	0	1
4861	0	0	1
4862	0	0	1
4863	0	0	1
4864	0	0	1
4865	0	0	1
4866	0	0	1
4867	0	0	1
4868	0	0	1
4869	0	0	1
4870	0	0	1
4871	0	0	1
4872	0	0	1
4873	0	0	1
4874	0	0	1
4875	0	0	1
4876	0	0	1
4877	0	0	1
4878	0	0	1
4879	0	0	1
4880	0	0	1
4881	0	0	1
4882	0	0	1
4883	0	0	1
4884	0	0	1
4885	0	0	1
4886	0	0	1
4887	0	0	1
4888	0	0	1
4889	0	0	1
4890	0	0	1
4891	0	0	1
4892	0	0	1
4893	0	0	1
4894	0	0	1
4895	0	0	1
4896	0	0	1
4897	0	0	1
4898	0	0	1
4899	0	0	1
4900	0	0	1
4901	0	0	1
4902	0	0	1
4903	0	0	1
4904	0	0	1
4905	0	0	1
4906	0	0	1
4907	0	0	1
4908	0	0	1
4909	0	0	1
4910	0	0	1
4911	0	0	1
4912	0	0	1
4913	0	0	1
4914	0	0	1
4915	0	0	1
4916	0	0	1
4917	0	0	1
4918	0	0	1
4919	0	0	1
4920	0	0	1
4921	0	0	1
4922	0	0	1
4923	0	0	1
4924	0	0	1
4925	0	0	1
4926	0	0	1
4927	0	0	1
4928	0	0	1
4929	0	0	1
4930	0	0	1
4931	0	0	1
4932	0	0	1
4933	0	0	1
4934	0	0	1
4935	0	0	1
4936	0	0	1
4937	0	0	1
4938	0	0	1
4939	0	0	1
4940	0	0	1
4941	0	0	1
4942	0	0	1
4943	0	0	1
4944	0	0	1
4945	0	0	1
4946	0	0	1
4947	0	0	1
4948	0	0	1
4949	0	0	1
4950	0	0	1
4951	0	0	1
4952	0	0	1
4953	0	0	1
4954	0	0	1
4955	0	0	1
4956	0	0	1
4957	0	0	1
4958	0	0	1
4959	0	0	1
4960	0	0	1
4961	0	0	1
4962	0	0	1
4963	0	0	1
4964	0	0	1
4965	0	0	1
4966	0	0	1
4967	0	0	1
4968	0	0	1
4969	0	0	1
4970	0	0	1
4971	0	0	1
4972	0	0	1
4973	0	0	1
4974	0	0	1
4975	0	0	1
4976	0	0	1
4977	0	0	1
4978	0	0	1
4979	0	0	1
4980	0	0	1
4981	0	0	1
4982	0	0	1
4983	0	0	1
4984	0	0	1
4985	0	0	1
4986	0	0	1
4987	0	0	1
4988	0	0	1
4989	0	0	1
4990	0	0	1
4991	0	0	1
4992	0	0	1
4993	0	0	1
4994	0	0	1
4995	0	0	1
4996	0	0	1
4997	0	0	2
4998	0	0	2
4999	0	0	1
5000	0	0	1
5001	0	0	1
5002	0	0	2
5003	0	0	2
5004	0	0	2
5005	0	0	2
5006	0	0	2
5007	0	0	2
5008	0	0	2
5009	0	0	2
5010	0	0	2
5011	0	0	2
5012	0	0	2
5013	0	0	2
5014	0	0	2
5015	0	0	2
5016	0	0	2
5017	0	0	2
5018	0	0	2
5019	0	0	2
5020	0	0	2
5021	0	0	2
5022	0	0	2
5023	0	0	2
5024	0	0	2
5025	0	0	2
5026	0	0	2
5027	0	0	2
5028	0	0	2
5029	0	0	2
5030	0	0	2
5031	0	0	2
5032	0	0	2
5033	0	0	2
5034	0	0	2
5035	0	0	2
5036	0	0	2
5037	0	0	2
5038	0	1	2
5039	0	1	2
5040	0	1	2
5041	0	1	2
5042	0	1	2
5043	0	1	2
5044	0	1	2
5045	0	1	2
5046	0	1	2
5047	0	1	2
5048	0	1	2
5049	0	1	2
5050	0	1	2
5051	0	1	2
5052	0	1	2
5053	0	1	2
5054	0	1	2
5055	0	1	2
5056	0	1	2
5057	0	1	2
5058	0	1	2
5059	0	1	2
5060	0	1	2
5061	0	1	2
5062	0	1	2
5063	0	1	2
5064	0	1	2
5065	0	1	2
5066	0	1	2
5067	0	1	2
5068	0	1	2
5069	0	1	2
5070	0	1	2
5071	0	1	2
5072	0	1	2
5073	0	1	2
5074	0	1	2
5075	0	1	2
5076	0	1	2
5077	0	1	2
5078	0	1	2
5079	0	1	2
5080	0	1	2
5081	0	1	2
5082	0	1	2
5083	0	1	2
5084	0	1	2
5085	0	1	2
5086	0	1	2
5087	0	1	2
5088	0	1	2
5089	0	1	2
5090	0	1	2
5091	0	1	2
5092	0	1	2
5093	0	1	2
5094	0	1	2
5095	0	1	2
5096	0	1	2
5097	0	1	2
5098	0	1	2
5099	0	1	2
5100	0	1	3
5101	0	1	3
5102	0	1	3
5103	0	1	3
5104	0	1	3
5105	0	1	3
5106	0	1	3
5107	0	1	3
5108	0	1	3
5109	0	1	3
5110	0	1	3
5111	0	1	3
5112	0	1	3
5113	0	1	3
5114	0	1	3
5115	0	1	3
5116	0	1	3
5117	0	1	3
5118	0	1	3
5119	0	1	3
5120	0	1	3
5121	0	1	3
5122	0	1	3
5123	0	1	3
5124	0	1	3
5125	0	1	3
5126	0	1	3
5127	0	1	3
5128	0	1	3
5129	0	1	3
5130	0	1	3
5131	0	1	3
5132	0	1	4
5133	0	1	3
5134	0	1	3
5135	0	1	4
5136	0	1	4
5137	0	1	4
5138	0	1	4
5139	0	1	4
5140	0	1	4
5141	0	1	4
5142	0	1	4
5143	0	1	4
5144	0	1	4
5145	0	1	4
5146	0	1	4
5147	0	1	4
5148	0	1	4
5149	0	1	4
5150	0	1	4
5151	0	1	4
5152	0	1	4
5153	0	1	4
5154	0	1	5
5155	0	1	4
5156	0	1	5
5157	0	1	5
5158	0	1	5
5159	0	1	5
5160	0	1	5
5161	0	1	5
5162	0	1	5
5163	0	1	5
5164	0	1	5
5165	0	1	5
5166	0	1	5
5167	0	2	5
5168	0	2	5
5169	0	2	5
5170	0	2	6
5171	0	2	6
5172	0	2	6
5173	0	2	6
5174	0	2	6
5175	0	2	6
5176	0	2	6
5177	0	2	6
5178	0	2	6
5179	0	2	6
5180	0	2	7
5181	0	2	7
5182	1	2	7
5183	1	2	7
5184	1	2	7
5185	1	2	7
5186	1	2	7
5187	1	2	7
5188	1	2	7
5189	1	2	7
5190	1	2	7
5191	1	2	7
5192	1	2	7
5193	1	2	7
5194	1	2	8
5195	1	2	8
5196	1	2	8
5197	1	2	8
5198	1	2	8
5199	1	2	8
5200	1	2	8
5201	1	2	8
5202	1	2	8
5203	1	3	9
5204	1	3	9
5205	1	3	9
5206	1	3	9
5207	1	3	9
5208	1	3	9
5209	1	3	10
5210	1	3	9
5211	1	3	10
5212	1	3	10
5213	1	3	10
5214	1	3	10
5215	1	3	10
5216	1	3	10
5217	1	3	10
5218	1	3	11
5219	1	3	11
5220	1	3	11
5221	1	3	11
5222	1	3	11
5223	1	3	11
5224	1	3	11
5225	1	3	11
5226	1	3	11
5227	1	3	11
5228	1	4	12
5229	1	4	12
5230	1	4	12
5231	1	4	12
5232	1	4	12
5233	1	4	13
5234	1	4	13
5235	1	4	13
5236	1	4	13
5237	1	4	13
5238	1	4	13
5239	1	4	13
5240	1	4	13
5241	1	4	13
5242	2	4	14
5243	2	4	14
5244	2	4	14
5245	2	4	14
5246	2	5	15
5247	2	5	15
5248	2	5	15
5249	2	5	15
5250	2	5	15
5251	2	5	15
5252	2	5	15
5253	2	5	16
5254	2	5	16
5255	2	5	16
5256	2	5	16
5257	2	5	16
5258	2	5	16
5259	2	5	16
5260	2	5	16
5261	2	5	16
5262	2	5	16
5263	2	5	17
5264	2	5	17
5265	2	5	17
5266	2	5	16
5267	2	5	16
5268	2	6	17
5269	2	6	17
5270	2	6	18
5271	2	6	18
5272	2	6	18
5273	2	6	17
5274	2	6	19
5275	2	6	19
5276	2	6	19
5277	2	6	19
5278	2	6	19
5279	3	7	20
5280	3	7	20
5281	3	7	21
5282	3	7	21
5283	3	7	21
5284	3	7	22
5285	3	8	22
5286	3	7	21
5287	3	8	21
5288	3	8	22
5289	3	8	22
5290	3	8	22
5291	3	8	22
5292	3	8	22
5293	3	8	22
5294	3	8	22
5295	3	8	23
5296	3	8	22
5297	3	9	24
5298	3	8	23
5299	3	8	23
5300	3	9	24
5301	3	8	23
5302	3	9	23
5303	3	9	24
5304	3	9	23
5305	3	9	24
5306	3	9	24
5307	3	9	23
5308	3	9	25
5309	3	9	24
5310	3	9	24
5311	3	9	24
5312	3	9	25
5313	3	9	24
5314	3	9	24
5315	3	9	24
5316	3	9	25
5317	3	9	25
5318	3	9	25
5319	3	9	23
5320	3	10	25
5321	3	10	25
5322	3	9	24
5323	3	9	24
5324	4	10	25
5325	3	9	24
5326	4	10	25
5327	3	10	24
5328	4	10	25
5329	3	9	24
5330	3	10	25
5331	3	10	25
5332	3	10	24
5333	3	9	24
5334	3	9	24
5335	3	9	23
5336	3	9	24
5337	3	9	24
5338	3	9	23
5339	3	9	24
5340	3	9	23
5341	3	9	23
5342	3	10	24
5343	3	9	23
5344	3	9	22
5345	3	9	23
5346	3	9	22
5347	3	9	22
5348	3	9	23
5349	3	9	22
5350	3	9	22
5351	3	9	22
5352	3	9	22
5353	3	9	21
5354	3	9	22
5355	3	9	22
5356	3	9	21
5357	3	9	21
5358	3	9	21
5359	3	9	21
5360	3	9	21
5361	3	8	21
5362	3	8	21
5363	3	8	21
5364	3	8	20
5365	3	8	20
5366	3	8	20
5367	2	8	19
5368	3	8	20
5369	3	8	19
5370	2	8	19
5371	2	8	19
5372	2	8	19
5373	2	7	18
5374	2	7	17
5375	2	7	17
5376	2	7	17
5377	2	7	17
5378	2	7	17
5379	2	7	17
5380	2	7	16
5381	2	7	16
5382	2	7	16
5383	2	6	15
5384	2	6	16
5385	2	6	15
5386	2	6	15
5387	2	6	14
5388	2	6	14
5389	2	5	14
5390	2	5	14
5391	2	5	13
5392	2	5	14
5393	1	5	13
5394	1	5	13
5395	1	5	13
5396	1	5	13
5397	1	5	12
5398	1	5	12
5399	1	5	12
5400	1	4	12
5401	1	4	11
5402	1	4	11
5403	1	4	11
5404	1	4	11
5405	1	4	11
5406	1	4	11
5407	1	4	10
5408	1	4	10
5409	1	4	10
5410	1	4	9
5411	1	3	9
5412	1	3	9
5413	1	3	9
5414	1	3	9
5415	1	3	9
5416	1	3	9
5417	1	3	8
5418	1	3	8
5419	1	3	7
5420	1	3	7
5421	1	3	7
5422	1	3	7
5423	1	3	7
5424	1	2	7
5425	1	2	7
5426	0	2	7
5427	0	2	7
5428	0	2	7
5429	0	2	7
5430	0	2	6
5431	0	2	6
5432	0	2	6
5433	0	2	6
5434	0	2	6
5435	0	2	6
5436	0	2	5
5437	0	2	5
5438	0	2	5
5439	0	2	5
5440	0	2	5
5441	0	1	5
5442	0	1	4
5443	0	1	4
5444	0	1	4
5445	0	1	4
5446	0	1	4
5447	0	1	4
5448	0	1	4
5449	0	1	4
5450	0	1	4
5451	0	1	4
5452	0	1	4
5453	0	1	3
5454	0	1	3
5455	0	1	3
5456	0	1	3
5457	0	1	3
5458	0	1	3
5459	0	1	3
5460	0	1	3
5461	0	1	3
5462	0	1	3
5463	0	1	3
5464	0	1	2
5465	0	1	2
5466	0	1	3
5467	0	1	2
5468	0	1	2
5469	0	1	2
5470	0	1	2
5471	0	1	2
5472	0	1	2
5473	0	0	2
5474	0	1	2
5475	0	0	2
5476	0	0	2
5477	0	0	2
5478	0	0	2
5479	0	0	2
5480	0	0	2
5481	0	0	2
5482	0	0	2
5483	0	0	1
5484	0	0	1
5485	0	0	1
5486	0	0	1
5487	0	0	1
5488	0	0	1
5489	0	0	1
5490	0	0	1
5491	0	0	1
5492	0	0	1
5493	0	0	1
5494	0	0	1
5495	0	0	1
5496	0	0	1
5497	0	0	1
5498	0	0	1
5499	0	0	1
5500	0	0	1
5501	0	0	1
5502	0	0	1
5503	0	0	1
5504	0	0	1
5505	0	0	1
5506	0	0	1
5507	0	0	1
5508	0	0	1
5509	0	0	1
5510	0	0	0
5511	0	0	0
5512	0	0	0
5513	0	0	0
5514	0	0	0
5515	0	0	0
5516	0	0	0
5517	0	0	0
5518	0	0	0
5519	0	0	0
5520	0	0	0
5521	0	0	0
5522	0	0	0
5523	0	0	0
5524	0	0	0
5525	0	0	0
5526	0	0	0
5527	0	0	0
5528	0	0	0
5529	0	0	0
5530	0	0	0
5531	0	0	0
5532	0	0	0
5533	0	0	0
5534	0	0	0
5535	0	0	0
5536	0	0	0
5537	0	0	0
5538	0	0	0
5539	0	0	0
5540	0	0	0
5541	0	0	0
5542	0	0	0
5543	0	0	0
5544	0	0	0
5545	0	0	0
5546	0	0	0
5547	0	0	0
5548	0	0	0
5549	0	0	0
5550	0	0	0
5551	0	0	0
5552	0	0	0
